LOT,NO,변환,생산량,제품명,코멘트,결점종류,X좌표,Y좌표,Y사이즈,X사이즈,사이즈,밸류,마킹레벨
20220324CC02022,1037,20220324CC020221037,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,210,116,0.269,0.486,0.3775,139,10
20220324CC02022,1123,20220324CC020221123,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,856,10411,0.269,0.378,0.3235,200,10
20220324CC02022,1152,20220324CC020221152,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,789,510838,0.537,0.486,0.5115,209,2
20220324CC02022,1236,20220324CC020221236,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1024,179721,0.322,0.594,0.458,92,10
20220324CC02022,1237,20220324CC020221237,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,976,181515,0.43,0.324,0.377,128,10
20220324CC02022,1285,20220324CC020221285,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,962,406913,0.376,0.324,0.35,73,10
20220324CC02022,1355,20220324CC020221355,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,994,637247,0.376,0.27,0.323,54,10
20220324CC02022,1367,20220324CC020221367,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,872,691859,0.376,0.324,0.35,118,10
20220324CC02022,1368,20220324CC020221368,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,934,697930,0.376,0.324,0.35,205,10
20220324CC02022,1429,20220324CC020221429,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1034,1247756,0.322,0.378,0.35,77,10
20220324CC02022,1447,20220324CC020221447,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,954,1429824,0.376,0.432,0.404,56,10
20220324CC02022,1456,20220324CC020221456,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,996,1481062,0.645,0.432,0.5385,205,2
20220324CC02022,1492,20220324CC020221492,1512,W3.1 코팅 ON46 ALR4 AD5M S7,미분투과/미마킹,이물,1152,107657,0.269,0.486,0.3775,37,10
20220324CC02022,12218,20220324CC0202212218,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,주기불량,1293,1495442,0.161,0.5,0.3305,52,3
20220324CC02022,4582,20220324CC020224582,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1265,1063185,0.179,0.125,0.152,63,4
20220324CC02022,4588,20220324CC020224588,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1319,1081693,0.143,0.125,0.134,49,4
20220324CC02022,4592,20220324CC020224592,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1287,1086429,0.143,0.1,0.1215,51,4
20220324CC02022,4656,20220324CC020224656,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1288,1308482,0.179,0.125,0.152,58,4
20220324CC02022,4661,20220324CC020224661,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1273,1316408,0.179,0.1,0.1395,63,4
20220324CC02022,4664,20220324CC020224664,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1326,1321211,0.179,0.125,0.152,50,4
20220324CC02022,4704,20220324CC020224704,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1483,32093,0.179,0.1,0.1395,37,4
20220324CC02022,4709,20220324CC020224709,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1480,50007,0.215,0.125,0.17,39,4
20220324CC02022,4825,20220324CC020224825,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,주기불량,1478,556027,0.215,0.15,0.1825,38,4
20220324CC02022,4844,20220324CC020224844,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1479,618882,0.143,0.1,0.1215,35,4
20220324CC02022,4887,20220324CC020224887,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1480,685118,0.143,0.125,0.134,40,4
20220324CC02022,5001,20220324CC020225001,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1465,777752,0.143,0.075,0.109,33,4
20220324CC02022,5044,20220324CC020225044,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1409,892220,0.179,0.125,0.152,39,4
20220324CC02022,5189,20220324CC020225189,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1478,1280717,0.179,0.1,0.1395,45,4
20220324CC02022,5211,20220324CC020225211,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1478,1384467,0.107,0.1,0.1035,36,4
20220324CC02022,5217,20220324CC020225217,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사A/미마킹,기포(백),1476,1416749,0.107,0.125,0.116,29,4
20220324CC02022,5231,20220324CC020225231,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),62,353753,0.322,0.25,0.286,37,10
20220324CC02022,5233,20220324CC020225233,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,이물(흑),125,558964,3.546,3.2,3.373,-23,1
20220324CC02022,5234,20220324CC020225234,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,이물(흑),125,558972,3.008,3.1,3.054,-23,1
20220324CC02022,5254,20220324CC020225254,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),80,742731,0.269,0.2,0.2345,35,10
20220324CC02022,5267,20220324CC020225267,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),91,1122398,0.43,0.4,0.415,73,4
20220324CC02022,5272,20220324CC020225272,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),115,1435319,0.215,0.2,0.2075,25,10
20220324CC02022,5303,20220324CC020225303,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),249,728333,0.322,0.25,0.286,116,4
20220324CC02022,5317,20220324CC020225317,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),217,752073,0.43,0.3,0.365,137,2
20220324CC02022,5319,20220324CC020225319,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),299,752888,0.322,0.3,0.311,100,3
20220324CC02022,5322,20220324CC020225322,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),286,758387,0.269,0.4,0.3345,64,4
20220324CC02022,5358,20220324CC020225358,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),461,6132,0.215,0.2,0.2075,106,5
20220324CC02022,5371,20220324CC020225371,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,군집,545,219684,9.006,9.006,9.006,0,6
20220324CC02022,5376,20220324CC020225376,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,이물(흑),502,373479,2.364,2.25,2.307,-22,1
20220324CC02022,5386,20220324CC020225386,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),545,504722,0.376,0.4,0.388,28,10
20220324CC02022,5421,20220324CC020225421,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,이물(흑),548,635508,6.661,1.7,4.1805,-24,1
20220324CC02022,5445,20220324CC020225445,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),536,739147,0.269,0.25,0.2595,46,5
20220324CC02022,5516,20220324CC020225516,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),591,506421,0.215,0.2,0.2075,57,5
20220324CC02022,5532,20220324CC020225532,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),697,635537,6.661,1.85,4.2555,86,3
20220324CC02022,5547,20220324CC020225547,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,이물(흑),739,658886,4.029,3,3.5145,-23,1
20220324CC02022,5582,20220324CC020225582,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,이물(흑),578,918359,3.169,3.2,3.1845,-23,1
20220324CC02022,5631,20220324CC020225631,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),901,635511,6.661,3.35,5.0055,120,2
20220324CC02022,5671,20220324CC020225671,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,이물(흑),937,1235756,3.169,2.95,3.0595,-23,1
20220324CC02022,5696,20220324CC020225696,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,군집,1081,360255,9.01,9.01,9.01,0,6
20220324CC02022,5698,20220324CC020225698,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),980,385344,0.43,0.35,0.39,136,2
20220324CC02022,5705,20220324CC020225705,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,군집,1121,442220,9.003,9.003,9.003,0,6
20220324CC02022,5808,20220324CC020225808,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1005,1454043,0.215,0.2,0.2075,108,5
20220324CC02022,5857,20220324CC020225857,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1245,252263,0.215,0.25,0.2325,89,5
20220324CC02022,5882,20220324CC020225882,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1188,429004,0.215,0.2,0.2075,41,5
20220324CC02022,5914,20220324CC020225914,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1235,579387,0.215,0.25,0.2325,100,5
20220324CC02022,5948,20220324CC020225948,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1243,739789,0.215,0.2,0.2075,51,5
20220324CC02022,6003,20220324CC020226003,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1295,1107969,0.215,0.2,0.2075,67,5
20220324CC02022,6013,20220324CC020226013,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1174,1161937,0.215,0.25,0.2325,59,5
20220324CC02022,6059,20220324CC020226059,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1314,1507780,0.269,0.2,0.2345,78,5
20220324CC02022,6073,20220324CC020226073,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1441,29973,0.215,0.2,0.2075,101,5
20220324CC02022,6093,20220324CC020226093,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1473,93589,0.269,0.2,0.2345,96,5
20220324CC02022,6113,20220324CC020226113,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1473,146408,0.269,0.25,0.2595,108,4
20220324CC02022,6128,20220324CC020226128,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1465,209637,0.269,0.2,0.2345,93,5
20220324CC02022,6159,20220324CC020226159,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1472,296877,0.215,0.2,0.2075,100,5
20220324CC02022,6198,20220324CC020226198,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1473,389391,0.269,0.25,0.2595,120,4
20220324CC02022,6250,20220324CC020226250,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1473,547588,0.269,0.25,0.2595,109,4
20220324CC02022,6258,20220324CC020226258,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1418,557350,0.215,0.2,0.2075,95,5
20220324CC02022,6262,20220324CC020226262,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1473,578611,0.215,0.25,0.2325,104,5
20220324CC02022,6277,20220324CC020226277,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1477,613856,0.269,0.2,0.2345,73,5
20220324CC02022,6307,20220324CC020226307,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1476,676936,0.215,0.2,0.2075,80,5
20220324CC02022,6311,20220324CC020226311,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1475,678248,0.269,0.2,0.2345,106,5
20220324CC02022,6376,20220324CC020226376,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1471,708533,0.269,0.15,0.2095,84,5
20220324CC02022,6390,20220324CC020226390,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1467,718761,0.269,0.2,0.2345,82,5
20220324CC02022,6432,20220324CC020226432,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1471,736423,0.215,0.2,0.2075,74,5
20220324CC02022,6451,20220324CC020226451,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1474,750465,0.215,0.2,0.2075,87,5
20220324CC02022,6481,20220324CC020226481,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,주기불량,1474,763685,0.483,0.35,0.4165,142,2
20220324CC02022,6512,20220324CC020226512,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1471,813917,0.43,0.25,0.34,87,3
20220324CC02022,6532,20220324CC020226532,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,기포(백),1471,874475,0.215,0.2,0.2075,78,5
20220324CC02022,6629,20220324CC020226629,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정반사B/미마킹,주기불량,1470,1080086,0.269,0.25,0.2595,107,4
20220324CC02022,6733,20220324CC020226733,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/미마킹,점이물,75,819546,0.161,0.15,0.1555,-30,6
20220324CC02022,6742,20220324CC020226742,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/미마킹,점이물,94,1256159,0.215,0.15,0.1825,-34,6
20220324CC02022,6768,20220324CC020226768,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/마킹,정코마킹,509,161323,9.566,9.566,9.566,29,1
20220324CC02022,6771,20220324CC020226771,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/마킹,정코마킹,549,219700,9.93,9.93,9.93,27,1
20220324CC02022,6820,20220324CC020226820,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/마킹,정코마킹,552,219700,3.852,3.852,3.852,28,1
20220324CC02022,6823,20220324CC020226823,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/마킹,정코마킹,666,290224,4.813,4.813,4.813,32,1
20220324CC02022,6831,20220324CC020226831,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/미마킹,선이물,651,365049,0.376,0.15,0.263,-24,5
20220324CC02022,6855,20220324CC020226855,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/마킹,정코마킹,685,661110,9.297,9.297,9.297,31,1
20220324CC02022,6911,20220324CC020226911,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/마킹,정코마킹,828,725313,9.176,9.176,9.176,29,1
20220324CC02022,6925,20220324CC020226925,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/마킹,정코마킹,1087,360276,10,10,10,32,1
20220324CC02022,6934,20220324CC020226934,1512,W3.1 코팅 ON46 ALR4 AD5M S7,정투과/마킹,정코마킹,1007,681506,9.746,9.746,9.746,27,1
20220324CC02022,7065,20220324CC020227065,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,194,533445,0.269,0.25,0.2595,45,10
20220324CC02022,7118,20220324CC020227118,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,224,1212805,0.269,0.25,0.2595,30,10
20220324CC02022,7174,20220324CC020227174,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,464,569200,0.376,0.55,0.463,38,10
20220324CC02022,7195,20220324CC020227195,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,355,1153827,0.322,0.3,0.311,39,10
20220324CC02022,7215,20220324CC020227215,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,548,147423,0.913,1.3,1.1065,66,2
20220324CC02022,7233,20220324CC020227233,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,540,436662,0.322,0.35,0.336,47,3
20220324CC02022,7254,20220324CC020227254,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,625,728271,1.128,1.95,1.539,35,10
20220324CC02022,7287,20220324CC020227287,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,745,20984,0.322,0.3,0.311,63,3
20220324CC02022,7295,20220324CC020227295,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,727,116499,0.322,0.2,0.261,63,10
20220324CC02022,7318,20220324CC020227318,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,774,245785,0.322,0.25,0.286,56,10
20220324CC02022,7365,20220324CC020227365,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,745,593974,0.215,0.35,0.2825,32,10
20220324CC02022,7376,20220324CC020227376,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,666,630813,0.86,0.6,0.73,31,10
20220324CC02022,7380,20220324CC020227380,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,726,638927,0.591,0.5,0.5455,49,3
20220324CC02022,7431,20220324CC020227431,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,720,990309,0.269,0.4,0.3345,53,3
20220324CC02022,7448,20220324CC020227448,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,706,1230886,0.269,0.35,0.3095,32,10
20220324CC02022,7508,20220324CC020227508,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,940,618009,0.161,0.35,0.2555,36,10
20220324CC02022,7511,20220324CC020227511,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,931,654695,0.269,0.25,0.2595,39,10
20220324CC02022,9179,20220324CC020229179,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1320,602881,0.376,0.45,0.413,62,2
20220324CC02022,9181,20220324CC020229181,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1310,603026,0.107,0.45,0.2785,51,10
20220324CC02022,9218,20220324CC020229218,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1349,612270,0.107,0.45,0.2785,37,10
20220324CC02022,9290,20220324CC020229290,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1291,630351,0.215,0.3,0.2575,30,10
20220324CC02022,9291,20220324CC020229291,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1289,630746,0.269,0.3,0.2845,31,10
20220324CC02022,9322,20220324CC020229322,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1308,638671,0.215,0.35,0.2825,61,10
20220324CC02022,9327,20220324CC020229327,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1277,639467,0.215,0.3,0.2575,32,10
20220324CC02022,9345,20220324CC020229345,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1311,643582,0.107,0.4,0.2535,43,10
20220324CC02022,9348,20220324CC020229348,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1330,644039,0.161,0.35,0.2555,42,10
20220324CC02022,9451,20220324CC020229451,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1303,671210,0.269,0.35,0.3095,49,3
20220324CC02022,9559,20220324CC020229559,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1321,707277,0.215,0.35,0.2825,42,10
20220324CC02022,9586,20220324CC020229586,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1329,717845,0.215,0.35,0.2825,36,10
20220324CC02022,9596,20220324CC020229596,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1275,722137,0.269,0.25,0.2595,60,10
20220324CC02022,9611,20220324CC020229611,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1309,728827,0.161,0.35,0.2555,50,10
20220324CC02022,9621,20220324CC020229621,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1321,734781,0.322,0.55,0.436,52,3
20220324CC02022,9640,20220324CC020229640,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1197,743139,0.215,0.3,0.2575,80,10
20220324CC02022,9653,20220324CC020229653,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1295,749026,0.322,0.6,0.461,59,3
20220324CC02022,9685,20220324CC020229685,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1309,767566,0.322,0.35,0.336,50,3
20220324CC02022,9698,20220324CC020229698,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1320,775694,0.215,0.3,0.2575,31,10
20220324CC02022,9774,20220324CC020229774,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1298,826747,0.161,0.4,0.2805,38,10
20220324CC02022,9793,20220324CC020229793,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1301,836920,0.376,0.4,0.388,52,3
20220324CC02022,9818,20220324CC020229818,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1319,855688,0.376,0.2,0.288,40,10
20220324CC02022,9819,20220324CC020229819,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1318,856629,0.161,0.35,0.2555,50,10
20220324CC02022,9860,20220324CC020229860,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1320,879783,0.215,0.4,0.3075,35,10
20220324CC02022,9871,20220324CC020229871,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1254,889700,0.322,0.2,0.261,61,10
20220324CC02022,9900,20220324CC020229900,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1336,916536,0.269,0.25,0.2595,32,10
20220324CC02022,9962,20220324CC020229962,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1316,969300,0.161,0.35,0.2555,30,10
20220324CC02022,9997,20220324CC020229997,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1275,996498,0.269,0.25,0.2595,37,10
20220324CC02022,10023,20220324CC0202210023,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1274,1016025,0.161,0.4,0.2805,30,10
20220324CC02022,10034,20220324CC0202210034,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1266,1027533,0.322,0.4,0.361,42,3
20220324CC02022,10044,20220324CC0202210044,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1300,1037096,0.269,0.3,0.2845,35,10
20220324CC02022,10111,20220324CC0202210111,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1324,1089442,0.215,0.35,0.2825,43,10
20220324CC02022,10113,20220324CC0202210113,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1325,1090292,0.161,0.35,0.2555,40,10
20220324CC02022,10149,20220324CC0202210149,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1331,1128530,0.215,0.3,0.2575,34,10
20220324CC02022,10152,20220324CC0202210152,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1300,1129743,0.269,0.55,0.4095,47,3
20220324CC02022,10162,20220324CC0202210162,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1275,1133941,0.269,0.35,0.3095,56,3
20220324CC02022,10170,20220324CC0202210170,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1265,1138067,0.269,0.5,0.3845,43,3
20220324CC02022,10201,20220324CC0202210201,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1281,1170915,0.322,0.3,0.311,59,3
20220324CC02022,10208,20220324CC0202210208,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1278,1179811,0.322,0.3,0.311,48,3
20220324CC02022,10253,20220324CC0202210253,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1296,1207539,0.322,0.4,0.361,37,10
20220324CC02022,10267,20220324CC0202210267,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1282,1223215,0.322,0.4,0.361,43,3
20220324CC02022,10302,20220324CC0202210302,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1349,1253584,0.161,0.5,0.3305,31,10
20220324CC02022,10311,20220324CC0202210311,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1294,1266753,0.269,0.25,0.2595,37,10
20220324CC02022,10323,20220324CC0202210323,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1322,1284062,0.269,0.25,0.2595,31,10
20220324CC02022,10335,20220324CC0202210335,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1278,1295739,0.269,0.45,0.3595,53,3
20220324CC02022,10337,20220324CC0202210337,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1272,1297679,0.161,0.35,0.2555,32,10
20220324CC02022,10362,20220324CC0202210362,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1357,1324677,0.269,0.25,0.2595,30,10
20220324CC02022,10453,20220324CC0202210453,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1319,1456639,0.161,0.35,0.2555,33,10
20220324CC02022,10498,20220324CC0202210498,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1295,1460950,0.215,0.5,0.3575,49,3
20220324CC02022,10505,20220324CC0202210505,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1341,1461615,0.161,0.45,0.3055,41,3
20220324CC02022,10509,20220324CC0202210509,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1309,1461782,0.215,0.35,0.2825,56,10
20220324CC02022,10534,20220324CC0202210534,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1256,1463688,0.322,0.35,0.336,44,3
20220324CC02022,10637,20220324CC0202210637,1512,W3.1 코팅 ON46 ALR4 AD5M S7,경계투과/미마킹,백점,1305,1468497,0.215,0.35,0.2825,45,10
